Prefix,Level,Semester,Competency,Standard.Measure,Standard.Pedagogy,Form,QNT1,QNT2,QNT3,QNT4,Order,Race/Ethnicity,Gender,PELL
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,1,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,1,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,1,Multiracial,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,1,Black or African American,M,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,1,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,1,Black or African American,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,1,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,1: a selected response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,1,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,Unknown,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,2,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,2,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,Hispanic/Latino,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,Hispanic/Latino,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,Multiracial,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,American Indian/Alaskan Native,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,Multiracial,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,3,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,Hispanic/Latino,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,3,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,Black or African American,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,3,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,Multiracial,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,Multiracial,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,3,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,Black or African American,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,F,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,F,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,1,NA,4,White,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,4,NA,4,White,M,Y
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,Asian,M,N
MATH,200,Fall 2018,Quantitative Literacy,5: a short written report,1: face-to-face lecture,RUBRIC,NA,NA,0,NA,4,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,5,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,Black or African American,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,Asian,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,1,NA,5,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,0,NA,5,Hispanic/Latino,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,Asian,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,Asian,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,2,NA,6,Black or African American,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,White,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,4,NA,6,White,F,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,White,M,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,White,F,N
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,Hispanic/Latino,M,Y
MATH,100,Fall 2017,Quantitative Literacy,2: a constructed response exam,1: face-to-face lecture,SCORE,NA,NA,3,NA,6,White,M,N
